sno,ss_id,ss_name,PTR_Capacity,Voltage_Rating,Manufacturer,ManufSerialNo,YoM,Doc
1076,360,400/220KV SS Jangaon,500,400/220KV,TOSHIBA,90356A03,2019,13-11-2019
1077,361,400/220/132KV SS Kethireddypally,100,220/132KV,BHEL,2014589,2003,19-03-2025
1078,361,400/220/132KV SS Kethireddypally,315,400/220KV,TOSHIBA,90204A06,2017,14-11-2018
1079,361,400/220/132KV SS Kethireddypally,315,400/220KV,TOSHIBA,90204A07,2017,14-11-2018
1080,361,400/220/132KV SS Kethireddypally,100,220/132KV,BHARAT BIJLEE LTD,"5590/17,MFG",2018,11-12-2018
1081,362,400/220KV SS Damarcherla,500,400/220KV,TOSHIBA,90606A02,2021,30-12-2022
1082,362,400/220KV SS Damarcherla,500,400/220KV,TOSHIBA,90606A01,2021,30-12-2022
1083,363,400/11KV SS Tippapur,120,400/11KV,T/F ELE KERALA LTD,140196-1,2018,04-09-2019
1084,363,400/11KV SS Tippapur,25,400/11KV,T/F ELE KERALA LTD,120705-1,2018,02-08-2019
1085,363,400/11KV SS Tippapur,25,400/11KV,T/F ELE KERALA LTD,120705-02,2019,18-07-2019
1086,363,400/11KV SS Tippapur,120,400/11KV,T/F ELE KERALA LTD,140196-2,2019,26-09-2019
1087,363,400/11KV SS Tippapur,120,400/11KV,T/F ELE KERALA LTD,140196-3,2019,13-09-2019
1088,363,400/11KV SS Tippapur,120,400/11KV,T/F ELE KERALA LTD,140196-4,2019,28-01-2020
1089,364,132/33KV SS Nizamabad,50,132/33KV,IMP POWERS LTD,PT-7596,2016,17-02-2016
1090,364,132/33KV SS Nizamabad,50,132/33KV,ECE INDUSTRIES LIMITED,S86646,2015,10-11-2015
1091,364,132/33KV SS Nizamabad,50,132/33KV,TRANSFORMERS & RECTIFIERS LTD,PC0101379,2018,18-08-2018
1092,365,132/33KV SS Pammy,31.5,132/33KV,BHARAT BIJLEE LTD,5333/21,2012,27-08-2014
1093,365,132/33KV SS Pammy,10/16,132/33KV,NGEF LTD,2800033093,1979,28-02-2025
1094,292,220/132/33KV SS Gachibowli,80,132/33KV,INDO TECH TRANSFORMERS LTD,ITK56007/6239,2025,03.12.2025
